sp,prioridad,Reino,Divisionphylum,Clase,Orden,Familia,genero,especie,sub_sp,idCAT,CategoriaTaxonomica_idCAT,mapa,styler,boubox,clave,anio,autor
"Cedrela odorata",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Sapindales","Meliaceae","Cedrela","odorata",,"29745ANGIO","especie","cod002dpgw","dp_01g","minx=14.0999994277954 miny=-109.770004272461 maxx=27.0411491394043 maxy=-86.3376007080078","JM002","2018","Dávila-Aranda et al."
"Cedrela odorata",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Sapindales","Meliaceae","Cedrela","odorata",,"29745ANGIO","especie","dis_c_odorgw","arbol_trop","minx=15.16083 miny=-109.320612 maxx=27.600269 maxy=-86.799994",,"2005","Pennington y Sarukhán"
"Ceiba aesculifolia",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Malvales","Malvaceae","Ceiba","aesculifolia",,"27364ANGIO","especie","dis_c_aescgw","arbol_trop","minx=15.680802 miny=-106.640516 maxx=23.720426 maxy=-86.839988",,"2005","Pennington y Sarukhán"
"Ceiba pentandra",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Malvales","Malvaceae","Ceiba","pentandra",,"27368ANGIO","especie","dis_c_pentgw","arbol_trop","minx=14.640855 miny=-109.320612 maxx=27.600269 maxy=-86.759992",,"2005","Pennington y Sarukhán"
"Celestus enneagrammus",1.0000000000000000e+00,"Animalia","Chordata","Reptilia","Squamata","Anguidae","Celestus","enneagrammus",,"494REPTI","especie","cele_ennegw","poly_conabio_conabio_1p","minx=17.157627 miny=-97.117805 maxx=19.647627 maxy=-95.977806","DS009","2006","Ochoa-Ochoa et al."
"Celestus ingridae",1.0000000000000000e+00,"Animalia","Chordata","Reptilia","Squamata","Anguidae","Celestus","ingridae",,"230124REPTI","especie","cele_ingrgw","poly_conabio_conabio_1p","minx=17.997625 miny=-94.017807 maxx=18.017626 maxy=-93.977806","DS009","2006","Ochoa-Ochoa et al."
"Celestus legnotus",1.0000000000000000e+00,"Animalia","Chordata","Reptilia","Squamata","Anguidae","Celestus","legnotus",,"1497REPTI","especie","cele_legnogw","poly_conabio_conabio_1p","minx=19.967627 miny=-97.567802 maxx=19.987627 maxy=-97.527802","DS009","2006","Ochoa-Ochoa et al."
"Celestus rozellae",1.0000000000000000e+00,"Animalia","Chordata","Reptilia","Squamata","Anguidae","Celestus","rozellae",,"495REPTI","especie","cele_rozegw","poly_conabio_conabio_1p","minx=16.407627 miny=-95.0578 maxx=17.627626 maxy=-91.9478","DS009","2006","Ochoa-Ochoa et al."
"Celeus castaneus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Celeus","castaneus",,"14134AVES","especie","ccas071dpgw","dp_01g","minx=8.95037651062012 miny=-97.0022125244141 maxx=21.5803775787354 maxy=-82.2122039794922","JM071","2018","Navarro-Sigüenza et al."
"Celeus castaneus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Celeus","castaneus",,"14134AVES","especie","cele_castgw","poly_conabio_conabio_1p","minx=16.07136 miny=-97.153229 maxx=21.38136 maxy=-86.863229","CE015","2007","Navarro y Peterson"
"Celeus loricatus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Celeus","loricatus",,"5738AVES","especie","clo071dpgw","dp_01g","minx=7.233473777771 miny=-85.0022125244141 maxx=12.6034746170044 maxy=-77.2022018432617","JM071","2018","Navarro-Sigüenza et al."
"Cenchrus ciliaris",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Cenchrus","ciliaris",,"37977ANGIO","especie","cci_presentgw","invasoras","minx=14.5340050259999 miny=-117.5 maxx=32.7173393079177 maxy=-86.708331727","00089333","2016","Martínez-Meyer et al."
"Cenchrus ciliaris",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Cenchrus","ciliaris",,"37977ANGIO","especie","cci_50r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Cenchrus ciliaris",3.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Cenchrus","ciliaris",,"37977ANGIO","especie","cci_50r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Cenchrus ciliaris",4.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Cenchrus","ciliaris",,"37977ANGIO","especie","cci_70r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Cenchrus ciliaris",5.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Cenchrus","ciliaris",,"37977ANGIO","especie","cci_70r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Centella asiatica",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Apiales","Apiaceae","Centella","asiatica",,"26913ANGIO","especie","cas_presentgw","invasoras","minx=14.5340050259999 miny=-117.5 maxx=32.7173393079177 maxy=-86.708331727","00089333","2016","Martínez-Meyer et al."
"Centella asiatica",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Apiales","Apiaceae","Centella","asiatica",,"26913ANGIO","especie","cas_50r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Centella asiatica",3.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Apiales","Apiaceae","Centella","asiatica",,"26913ANGIO","especie","cas_50r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Centella asiatica",4.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Apiales","Apiaceae","Centella","asiatica",,"26913ANGIO","especie","cas_70r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Centella asiatica",5.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Apiales","Apiaceae","Centella","asiatica",,"26913ANGIO","especie","cas_70r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Centronycteris centralis",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Emballonuridae","Centronycteris","centralis",,"11366MAMIF","especie","cce011dpgw","dp_01g","minx=-33.4929695129395 miny=-100.040832519531 maxx=24.5153388977051 maxy=-34.7908554077148","JM011","2019","Lavariega y Briones-Salas"
"Centurio senex",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Centurio","senex",,"12313MAMIF","especie","censenex_agw","mamiferos_ds006","minx=14.5376253128052 miny=-109.397804260254 maxx=27.0176277160645 maxy=-86.7677993774414","DS006","2006","Ceballos et al."
"Cephalocereus senilis",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Caryophyllales","Cactaceae","Cephalocereus","senilis",,"7971ANGIO","especie","cse002dpgw","dp_01g","minx=18.25 miny=-102.400001525879 maxx=25.8830280303955 maxy=-95.1836166381836","JM002","2018","Dávila-Aranda et al."
"Cephalocyclus durangoensis",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cephalocyclus","durangoensis",,"46334COLEO","especie","cdu032dpgw","dp_01g","minx=16.9499988555908 miny=-107.66667175293 maxx=26.1000003814697 maxy=-96.0999984741211","JM032","2019","Lobo et al."
"Cephalocyclus fuliginosus",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cephalocyclus","fuliginosus",,"46335COLEO","especie","cfu032dpgw","dp_01g","minx=13.6833324432373 miny=-110.150001525879 maxx=33.0333366394043 maxy=-86.6499938964844","JM032","2019","Lobo et al."
"Cephalocyclus gravidus",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cephalocyclus","gravidus",,"46336COLEO","especie","cgra032dpgw","dp_01g","minx=15.1666660308838 miny=-108.633338928223 maxx=28.4166679382324 maxy=-92.0999984741211","JM032","2019","Lobo et al."
"Cephalocyclus hogei",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cephalocyclus","hogei",,"46337COLEO","especie","cho032dpgw","dp_01g","minx=14.75 miny=-107.116668701172 maxx=25.8000011444092 maxy=-91.2999954223633","JM032","2019","Lobo et al."
"Cephalocyclus mexicanus",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cephalocyclus","mexicanus",,"46339COLEO","especie","cme032dpgw","dp_01g","minx=13.9499998092651 miny=-107.716667175293 maxx=25.9500007629395 maxy=-88.0666656494141","JM032","2019","Lobo et al."
"Cephalocyclus rockefelleri",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cephalocyclus","rockefelleri",,"17705COLEO","especie","cro032dpgw","dp_01g","minx=26.0999984741211 miny=-108.716667175293 maxx=30.6166667938232 maxy=-105.08332824707","JM032","2019","Lobo et al."
"Cephalocyclus stebnickae",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cephalocyclus","stebnickae",,"46342COLEO","especie","cst032dpgw","dp_01g","minx=16.2666664123535 miny=-92.8166732788086 maxx=16.9333343505859 maxy=-92.0499954223633","JM032","2019","Lobo et al."
"Cephalocyclus villosipes",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cephalocyclus","villosipes",,"46343COLEO","especie","cvil032dpgw","dp_01g","minx=16.9333324432373 miny=-100.350006103516 maxx=19.3333339691162 maxy=-96.6166610717773","JM032","2019","Lobo et al."
"Cephalopterus glabricollis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Cephalopterus","glabricollis",,"3131AVES","especie","cgli071dpgw","dp_01g","minx=8.44007968902588 miny=-85.4735717773438 maxx=13.8650808334351 maxy=-79.8235702514648","JM071","2018","Navarro-Sigüenza et al."
"Cephalopterus glabricollis",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Cephalopterus","glabricollis",,"3131AVES","especie","cglv071dpgw","dp_01g","minx=7.21507978439331 miny=-85.3902435302734 maxx=10.8317470550537 maxy=-76.6985702514648","JM071","2018","Navarro-Sigüenza et al."
"Ceratopipra mentalis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Pipridae","Ceratopipra","mentalis",,"19147AVES","especie","cmen071dpgw","dp_01g","minx=7.23482513427734 miny=-97.182746887207 maxx=21.4348258972168 maxy=-77.2027359008789","JM071","2018","Navarro-Sigüenza et al."
"Ceratotrupes bolivari",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Geotrupidae","Ceratotrupes","bolivari",,"36761COLEO","especie","cbo032dpgw","dp_01g","minx=11.8499994277954 miny=-110.133338928223 maxx=33.1166687011719 maxy=-86.3166656494141","JM032","2019","Lobo et al."
"Ceratotrupes fronticornis",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Geotrupidae","Ceratotrupes","fronticornis",,"36762COLEO","especie","cfr032dpgw","dp_01g","minx=12.4166660308838 miny=-110.566673278809 maxx=30.8000011444092 maxy=-86.8833312988281","JM032","2019","Lobo et al."
"Ceratotrupes sturmi",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Geotrupidae","Ceratotrupes","sturmi",,"36763COLEO","especie","cstu032dpgw","dp_01g","minx=15.9166660308838 miny=-101.583335876465 maxx=18.2000007629395 maxy=-95.4333267211914","JM032","2019","Lobo et al."
"Ceratozamia brevifrons",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","brevifrons",,"35828GIMNO","especie","cbr057dpggw","dp_01v","minx=18.3117809295654 miny=-103.488494873047 maxx=24.4948692321777 maxy=-96.3971099853516","JM057","2014","Rojas-Soto et al."
"Ceratozamia brevifrons",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","brevifrons",,"35828GIMNO","especie","cbr057dpmgw","dp_01g","minx=18.3117809295654 miny=-103.488494873047 maxx=24.4534492492676 maxy=-96.3968200683594","JM057","2014","Rojas-Soto et al."
"Ceratozamia decumbens",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","decumbens",,"35607GIMNO","especie","cde057dpggw","dp_01v","minx=15.0721836090088 miny=-97.163459777832 maxx=19.1303558349609 maxy=-88.2304763793945","JM057","2014","Rojas-Soto et al."
"Ceratozamia decumbens",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","decumbens",,"35607GIMNO","especie","cde057dpmgw","dp_01g","minx=15.0721836090088 miny=-97.163459777832 maxx=19.1305179595947 maxy=-88.2301177978516","JM057","2014","Rojas-Soto et al."
"Ceratozamia euryphyllidia",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","euryphyllidia",,"19385GIMNO","especie","ceu057dpggw","dp_01v","minx=15.0721836090088 miny=-97.163459777832 maxx=19.1303558349609 maxy=-88.2304763793945","JM057","2014","Rojas-Soto et al."
"Ceratozamia euryphyllidia",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","euryphyllidia",,"19385GIMNO","especie","ceu057dpmgw","dp_01g","minx=15.0721836090088 miny=-97.163459777832 maxx=19.1305179595947 maxy=-88.2301177978516","JM057","2014","Rojas-Soto et al."
"Ceratozamia fuscoviridis",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","fuscoviridis",,"36587GIMNO","especie","cfu057dpmgw","dp_01g","minx=16.44215965271 miny=-103.488494873047 maxx=24.4504947662354 maxy=-95.088493347168","JM057","2014","Rojas-Soto et al."
"Ceratozamia fuscoviridis",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","fuscoviridis",,"36587GIMNO","especie","cfu057dpggw","dp_01v","minx=16.44215965271 miny=-103.488494873047 maxx=24.4585075378418 maxy=-95.0888290405273","JM057","2014","Rojas-Soto et al."
"Ceratozamia kuesteriana",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","kuesteriana",,"19621GIMNO","especie","cku057dpggw","dp_01v","minx=19.0711669921875 miny=-105.278495788574 maxx=26.2125511169434 maxy=-96.3955078125","JM057","2014","Rojas-Soto et al."
"Ceratozamia kuesteriana",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","kuesteriana",,"19621GIMNO","especie","cku057dpmgw","dp_01g","minx=19.0711669921875 miny=-105.278495788574 maxx=26.2128372192383 maxy=-96.395149230957","JM057","2014","Rojas-Soto et al."
"Ceratozamia latifolia",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","latifolia",,"19403GIMNO","especie","cla057dpggw","dp_01v","minx=19.0711669921875 miny=-105.278495788574 maxx=26.2125511169434 maxy=-96.3955078125","JM057","2014","Rojas-Soto et al."
"Ceratozamia latifolia",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","latifolia",,"19403GIMNO","especie","cla057dpmgw","dp_01g","minx=19.0711669921875 miny=-105.278495788574 maxx=26.2128372192383 maxy=-96.395149230957","JM057","2014","Rojas-Soto et al."
"Ceratozamia matudae",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","matudae",,"19386GIMNO","especie","cma013dpgw","dp_01g","minx=14.8692474365234 miny=-95.0617294311523 maxx=17.6343250274658 maxy=-90.3566665649414","JM013","2015","Villaseñor et al."
"Ceratozamia mexicana",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","mexicana",,"19387GIMNO","especie","cme057dpmgw","dp_01g","minx=15.0721836090088 miny=-103.488494873047 maxx=24.4555187225342 maxy=-88.2301559448242","JM057","2014","Rojas-Soto et al."
"Ceratozamia mexicana",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","mexicana",,"19387GIMNO","especie","cme057dpggw","dp_01v","minx=15.0721836090088 miny=-103.488494873047 maxx=24.5051403045654 maxy=-88.2307662963867","JM057","2014","Rojas-Soto et al."
"Ceratozamia miqueliana",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","miqueliana",,"19612GIMNO","especie","cmi057dpmgw","dp_01g","minx=15.0721836090088 miny=-97.3891372680664 maxx=19.6888523101807 maxy=-88.2307891845703","JM057","2014","Rojas-Soto et al."
"Ceratozamia miqueliana",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","miqueliana",,"19612GIMNO","especie","cmi057dpggw","dp_01v","minx=15.0721836090088 miny=-97.3891372680664 maxx=19.6886672973633 maxy=-88.2311553955078","JM057","2014","Rojas-Soto et al."
"Ceratozamia mirandae",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","mirandae",,"19389GIMNO","especie","cmir057dpggw","dp_01v","minx=13.9167566299438 miny=-102.233093261719 maxx=18.2332515716553 maxy=-89.7669143676758","JM057","2014","Rojas-Soto et al."
"Ceratozamia mirandae",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","mirandae",,"19389GIMNO","especie","cmir057dpmgw","dp_01g","minx=13.9167566299438 miny=-102.233093261719 maxx=18.2334251403809 maxy=-89.7747497558594","JM057","2014","Rojas-Soto et al."
"Ceratozamia mixeorum",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","mixeorum",,"19613GIMNO","especie","cmix057dpggw","dp_01v","minx=16.44215965271 miny=-97.3891372680664 maxx=18.9003963470459 maxy=-95.0892181396484","JM057","2014","Rojas-Soto et al."
"Ceratozamia mixeorum",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","mixeorum",,"19613GIMNO","especie","cmix057dpmgw","dp_01g","minx=16.44215965271 miny=-97.3891372680664 maxx=18.9004955291748 maxy=-95.0891265869141","JM057","2014","Rojas-Soto et al."
"Ceratozamia morettii",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","morettii",,"19614GIMNO","especie","cmo057dpggw","dp_01v","minx=18.3117809295654 miny=-103.488494873047 maxx=24.4948692321777 maxy=-96.013786315918","JM057","2014","Rojas-Soto et al."
"Ceratozamia morettii",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Cycadales","Zamiaceae","Ceratozamia","morettii",,"19614GIMNO","especie","cmo057dpmgw","dp_01g","minx=18.3117809295654 miny=-103.488494873047 maxx=24.4534492492676 maxy=-96.0134887695312","JM057","2014","Rojas-Soto et al."
